arrival_time,src_ip,port,payload,latency_ms
2026-04-01 12:16:09.542,192.168.0.100,5006,"audio",-1
2026-04-01 12:16:09.545,192.168.0.100,5004,"video",-1
2026-04-01 12:16:09.545,192.168.0.100,5008,"text",-1
2026-04-01 12:16:09.550,192.168.0.100,5008,"text",-1
2026-04-01 12:16:09.552,192.168.0.100,5006,"audio",-1
2026-04-01 12:16:09.555,192.168.0.100,5008,"text",-1
2026-04-01 12:16:09.560,192.168.0.100,5008,"text",-1
2026-04-01 12:16:09.562,192.168.0.100,5006,"audio",-1
2026-04-01 12:16:09.565,192.168.0.100,5004,"video",-1
2026-04-01 12:16:09.566,192.168.0.100,5008,"text",-1
2026-04-01 12:16:09.571,192.168.0.100,5008,"text",-1
2026-04-01 12:16:09.572,192.168.0.100,5006,"audio",-1
2026-04-01 12:16:09.576,192.168.0.100,5008,"text",-1
2026-04-01 12:16:09.581,192.168.0.100,5008,"text",-1
2026-04-01 12:16:09.582,192.168.0.100,5006,"audio",-1
2026-04-01 12:16:09.586,192.168.0.100,5004,"video",-1
2026-04-01 12:16:09.587,192.168.0.100,5008,"text",-1
2026-04-01 12:16:09.592,192.168.0.100,5008,"text",-1
2026-04-01 12:16:09.592,192.168.0.100,5006,"audio",-1
2026-04-01 12:16:09.597,192.168.0.100,5008,"text",-1
2026-04-01 12:16:09.602,192.168.0.100,5008,"text",-1
2026-04-01 12:16:09.603,192.168.0.100,5006,"audio",-1
2026-04-01 12:16:09.606,192.168.0.100,5004,"video",-1
2026-04-01 12:16:09.607,192.168.0.100,5008,"text",-1
2026-04-01 12:16:09.613,192.168.0.100,5008,"text",-1
2026-04-01 12:16:09.613,192.168.0.100,5006,"audio",-1
2026-04-01 12:16:09.618,192.168.0.100,5008,"text",-1
2026-04-01 12:16:09.623,192.168.0.100,5006,"audio",-1
2026-04-01 12:16:09.623,192.168.0.100,5008,"text",-1
2026-04-01 12:16:09.626,192.168.0.100,5004,"video",-1
2026-04-01 12:16:09.628,192.168.0.100,5008,"text",-1
